MAC;0:14:4f:4a:d5:cf;IP;172.24.179.189
MAC;0:14:4f:4a:d5:cf;IP;172.24.179.190
MAC;0:14:4f:4a:d5:cf;IP;172.24.179.191
MAC;0:14:4f:4a:d5:cf;IP;172.24.179.192
MAC;0:14:22:26:d6:a3;IP;172.24.179.193
MAC;b4:99:ba:bc:d1:b8;IP;172.24.179.194
MAC;b4:99:ba:bc:d1:b8;IP;172.24.179.195
MAC;b4:99:ba:bc:d1:b8;IP;172.24.179.196
MAC;0:1b:21:c2:36:7c;IP;172.24.179.197
MAC;64:16:8d:84:59:c0;IP;172.24.179.198
MAC;64:16:8d:84:59:c0;IP;172.24.179.199
MAC;64:16:8d:84:59:c0;IP;172.24.179.200
MAC;64:16:8d:84:59:c0;IP;172.24.179.201
MAC;64:16:8d:84:59:c0;IP;172.24.179.202
MAC;0:1b:21:c2:35:92;IP;172.24.179.203
MAC;0:1b:21:c2:35:92;IP;172.24.179.204
MAC;0:1b:21:8c:a7:69;IP;172.24.179.205
MAC;0:1b:21:8c:a7:69;IP;172.24.179.206
MAC;0:1b:21:8c:a7:69;IP;172.24.179.207
MAC;0:1b:21:8c:a7:69;IP;172.24.179.208
MAC;0:1b:21:8c:a7:69;IP;172.24.179.209
MAC;0:1b:21:8c:a7:69;IP;172.24.179.210
MAC;0:1b:21:8c:a7:69;IP;172.24.179.211
MAC;0:1b:21:8c:a7:69;IP;172.24.179.212
MAC;0:1b:21:8c:a7:69;IP;172.24.179.213
MAC;0:1b:21:89:23:fb;IP;172.24.179.214
MAC;0:1b:21:89:23:fb;IP;172.24.179.215
MAC;0:1b:21:89:23:fb;IP;172.24.179.216
MAC;2c:27:d7:2a:d2:54;IP;172.24.179.217
MAC;2c:27:d7:41:2d:25;IP;172.24.179.218
MAC;2c:27:d7:3d:e9:68;IP;172.24.179.219
MAC;d4:85:64:16:96:af;IP;172.24.179.220
MAC;d4:85:64:16:96:af;IP;172.24.179.221
MAC;d4:85:64:16:96:af;IP;172.24.179.222
MAC;d4:85:64:16:96:af;IP;172.24.179.223
MAC;d4:85:64:16:96:af;IP;172.24.179.224
MAC;2c:27:d7:2a:d2:44;IP;172.24.179.225
MAC;d4:85:64:be:fc:a9;IP;172.24.179.226
MAC;d4:85:64:be:fc:a9;IP;172.24.179.227
MAC;d4:85:64:be:fc:a9;IP;172.24.179.228
MAC;d4:85:64:be:fc:a9;IP;172.24.179.229
MAC;d4:85:64:be:fc:a9;IP;172.24.179.230
MAC;0:24:81:21:3a:90;IP;172.24.179.231
MAC;0:24:81:21:3a:90;IP;172.24.179.232
MAC;0:24:81:21:3a:90;IP;172.24.179.233
MAC;78:ac:c0:a8:2c:c3;IP;172.24.179.234
MAC;78:ac:c0:a8:2c:c3;IP;172.24.179.235
MAC;78:ac:c0:a8:2c:c3;IP;172.24.179.236
MAC;78:ac:c0:a8:2c:c3;IP;172.24.179.237
MAC;78:ac:c0:a8:2e:55;IP;172.24.179.238
MAC;78:ac:c0:b4:eb:f0;IP;172.24.179.239
MAC;78:ac:c0:b4:eb:f0;IP;172.24.179.240
MAC;78:ac:c0:b4:eb:f0;IP;172.24.179.241
MAC;78:ac:c0:b4:eb:f0;IP;172.24.179.242
MAC;78:e7:d1:cc:1b:e5;IP;172.24.179.243
MAC;d4:85:64:16:96:b8;IP;172.24.179.244
MAC;d4:85:64:16:96:b8;IP;172.24.179.245
MAC;d4:85:64:c0:e7:95;IP;172.24.179.246
MAC;d4:85:64:c0:e7:95;IP;172.24.179.247
MAC;d4:85:64:c0:e7:95;IP;172.24.179.248
MAC;d4:85:64:c0:e7:95;IP;172.24.179.249
MAC;0:24:81:1f:17:40;IP;172.24.179.250
MAC;0:24:81:1f:17:40;IP;172.24.179.251
MAC;0:e0:b1:e5:e8:78;IP;172.24.179.252
MAC;0:e0:b1:e5:e8:78;IP;172.24.179.253
MAC;0:14:22:35:f8:5e;IP;172.24.179.254
MAC;0:14:22:35:f8:5e;IP;172.24.180.0
